Patent_code,ID1,ID2,ID3,ID4,ID5,ID6,ID7
B65D 71/10,C193014,C15241,C16299,,,,
B65D 71/12,C11475,C15241,C16299,C14435,,,
B65D 71/14,C11475,C15241,C16299,C14435,C16493,,
B65D 71/16,C11475,C15241,C16299,C14435,C16493,,
B65D 71/18,C11475,C15241,C16299,C14435,C16493,,
B65D 71/20,C11475,C15241,C16299,C14435,C16493,C11267,
B65D 71/22,C11475,C15241,C16299,C14435,C16493,C11267,
B65D 71/24,C11475,C15241,C16299,C14435,C16493,,
B65D 71/26,C11475,C15241,C16299,C14435,C16493,,
B65D 71/28,C11475,C15241,C16299,C14435,C16493,,
B65D 71/30,C11475,C15241,C16299,C14435,C16493,,
B65D 71/32,C11475,C15241,C16299,C14435,C16493,,
B65D 71/34,C11475,C15241,C16299,C14435,C16493,,
B65D 71/36,C11475,C15241,C16299,C14435,,,
B65D 71/38,C11475,C15241,C16299,C14435,,,
B65D 71/40,C11475,C15241,C16299,C14435,,,
B65D 71/42,C11475,C15241,C16299,C14435,,,
B65D 71/44,C11475,C15241,C16299,C14435,,,
B65D 71/46,C11475,C15241,C16299,C14435,C16493,,
B65D 71/48,C11475,C15241,C16299,C14435,C16493,,
B65D 71/50,C11475,C15241,C16299,,,,
B65D 71/52,C11475,C15241,C16299,C16308,,,
B65D 71/54,C11475,C15241,C16299,C16308,,,
B65D 71/56,C11475,C15241,C16299,C16308,,,
B65D 71/58,C11475,C15241,C16299,C16308,C14435,,
B65D 71/60,C11475,C15241,C16299,C16308,C14435,C16493,
B65D 71/62,C11475,C15241,C16299,C16308,C14435,C16493,
B65D 71/64,C11475,C15241,C16299,C16308,C14435,C16493,
B65D 71/66,C11475,C15241,C16299,C16308,C14435,C16493,
B65D 71/68,C11475,C15241,C16299,C16308,C14435,,
B65D 71/70,C11475,C15241,C16299,C16308,,,
B65D 71/72,C16308,C15241,C16299,C14435,C11267,C6245,
B65D 73/00,C11490,C11481,,,,,
B65D 73/02,C11490,C11481,,,,,
B65D 75/00,C11490,C11481,C11475,,,,
B65D 75/02,C11490,C11481,C11475,,,,
B65D 75/04,C11490,C11481,C11475,,,,
B65D 75/06,C11490,C11481,C11475,C14435,C16493,,
B65D 75/08,C11490,C11481,C14301,C14435,C16493,,
B65D 75/10,C11490,C11481,C14301,C14435,C16493,,
B65D 75/12,C11490,C11481,C14301,C14435,C16493,C7706,
B65D 75/14,C11490,C11481,C11475,C14435,,,
B65D 75/16,C11490,C11481,C14301,C14435,,,
B65D 75/18,C11490,C11481,C14301,C14435,,,
B65D 75/20,C11490,C11481,C14301,,,,
B65D 75/22,C11490,C11481,C14301,,,,
B65D 75/24,C11490,C11481,C14301,,,,
B65D 75/26,C11490,C11481,C11475,,,,
B65D 75/28,C11490,C11481,C11475,,,,
B65D 75/30,C11490,C11481,C14301,,,,
B65D 75/32,C11490,C11481,C14301,,,,
B65D 75/34,C11490,C11481,C14301,,,,
B65D 75/36,C11490,C11481,C14301,C15210,,,
B65D 75/38,C11490,C11481,C11475,,,,
B65D 75/40,C11490,C11481,C11475,,,,
B65D 75/42,C11490,C11481,C11475,,,,
B65D 75/44,C11490,C11481,C11475,C4588,,,
B65D 75/46,C11490,C11481,C11475,C4588,,,
B65D 75/48,C11490,C11481,C11475,C4588,C9463,C11662,
B65D 75/50,C11490,C11481,C11475,C4588,C9463,C11662,C14434
B65D 75/52,C11490,C11481,C11475,,,,
B65D 75/54,C11490,C11481,C11475,,,,
B65D 75/56,C11490,C11481,C11475,C7650,,,
B65D 75/58,C11490,C11481,C11267,,,,
B65D 75/60,C11490,C11481,C11267,C14303,,,
B65D 75/62,C11490,C11481,C11267,C4588,,,
B65D 75/64,C11490,C11481,C11267,,,,
B65D 75/66,C11490,C11481,C11267,,,,
B65D 75/68,C11490,C11481,C11267,,,,
B65D 75/70,C11490,C11481,C11267,C13706,C4588,,
B65D 77/00,C11490,C11475,,,,,
B65D 77/02,C11490,C17202,C13706,,,,
B65D 77/04,C11490,C11475,,,,,
B65D 77/06,C6387,C9463,C11475,C13706,,,
B65D 77/08,C11490,C6245,,,,,
B65D 77/10,C11490,C3841,C6245,,,,
B65D 77/12,C11490,C3841,C6245,C14435,C11267,C14301,
B65D 77/14,C11490,C3841,C6245,C14435,C11267,C14301,
B65D 77/16,C11490,C3841,C6245,C14435,C11267,C14301,
B65D 77/18,C11490,C3841,C6245,C14435,C11267,C14301,
B65D 77/20,C11490,C9326,C6245,C14435,C11267,C14301,
B65D 77/22,C11490,C11475,,,,,
B65D 77/24,C11490,C6245,,,,,
B65D 77/26,C11490,C6245,,,,,
B65D 77/28,C11490,C6245,,,,,
B65D 77/30,C11490,C11475,C11267,,,,
B65D 77/32,C11490,C11475,C11267,,,,
B65D 77/34,C11490,C11475,C11267,,,,
B65D 77/36,C11490,C11475,C11267,C3841,C11481,,
B65D 77/38,C11490,C14303,C11267,C3841,,,
B65D 77/40,C11490,C14303,C11267,C13706,,,
B65D 79/00,C11490,,,,,,
B65D 79/02,C11490,C14354,C15241,C16299,C13188,,
B65D 81/00,C11490,C11475,C15241,C16299,,,
B65D 81/02,C11490,C11475,C15241,C16299,C4763,,
B65D 81/03,C11490,C11475,C15241,C16299,C4763,C11481,
B65D 81/05,C11490,C11475,C15241,C16299,C4763,,
B65D 81/07,C11490,C11475,C15241,C16299,C4763,,
B65D 81/09,C11490,C11475,C15241,C16299,C4763,C11481,C6410
B65D 81/107,C11490,C11475,C15241,C16299,C4763,C11481,
B65D 81/113,C11490,C11475,C15241,C16299,C4763,C11481,C14434
B65D 81/127,C11490,C11475,C15241,C16299,C4763,C11481,C13706
B65D 81/133,C11490,C11475,C15241,C16299,C4763,C11481,C14434
B65D 81/15,C11490,C11475,C15241,C16299,C4763,C9463,
B65D 81/17,C11490,C11475,C15241,C16299,C4763,,
B65D 81/18,C11490,C4176,C15241,C16299,,,
B65D 81/20,C11490,C4176,C15241,C16299,,,
B65D 81/22,C11490,C4176,C15241,C16299,C10408,C9463,
B65D 81/24,C11490,C11475,C15241,C16299,C15005,,
B65D 81/26,C11490,C11475,C15241,C16299,C15005,C294,C6430
B65D 81/28,C11490,C11475,C15241,C16299,C15005,C6526,C11992
B65D 81/30,C11490,C11475,C15241,C16299,C15005,C13259,
B65D 81/32,C11490,C11475,C15241,C16299,,,
B65D 81/34,C11490,C11475,C15241,C16299,C6557,C15919,
B65D 81/36,C11490,C11475,C15241,C16299,,,
B65D 81/38,C11490,C11475,C15241,C16299,C8374,,
B65D 83/00,C11490,C5228,,,,,
B65D 83/02,C11490,C5228,C14434,,,,
B65D 83/04,C11490,C5228,C14434,,,,
B65D 83/06,C11490,C5228,C12699,C7380,,,
B65D 83/08,C11490,C5228,C14434,,,,
B65D 83/10,C11490,C5228,,,,,
B65D 83/12,C11490,C5228,,,,,
B65D 83/14,C538,C9463,C12742,C191993,C539,,
B65D 83/16,C538,C9463,C12742,C191993,C539,,
B65D 83/18,C538,C9463,C12742,C191993,C539,,
B65D 83/20,C538,C9463,C12742,C191993,C539,C2925,
B65D 83/22,C538,C9463,C12742,C191993,C539,,
B65D 83/24,C538,C9463,C12742,C191993,C539,C16710,
B65D 83/26,C538,C9463,C12742,C191993,C539,C1559,
B65D 83/28,C538,C9463,C12742,C191993,C539,,
B65D 83/30,C538,C9463,C12742,C191993,C539,,
B65D 83/32,C538,C9463,C12742,C191993,C539,C16493,
B65D 83/34,C538,C9463,C12742,C191993,C539,C3778,
B65D 83/36,C538,C9463,C12742,C191993,C539,,
B65D 83/38,C538,C9463,C12742,C191993,C539,,
B65D 83/40,C538,C9463,C12742,C191993,C539,C2925,
B65D 83/42,C538,C9463,C12742,C191993,C539,C6245,
B65D 83/44,C538,C9463,C12742,C191993,C539,C16710,
B65D 83/46,C538,C9463,C12742,C191993,C539,C16710,
B65D 83/48,C538,C9463,C12742,C191993,C539,C16710,
B65D 83/50,C538,C9463,C12742,C191993,C539,C16710,
B65D 83/52,C538,C9463,C12742,C191993,C539,C16710,C192935
B65D 83/54,C538,C9463,C12742,C191993,C539,C16710,C192935
B65D 83/56,C538,C9463,C12742,C191993,C539,,
B65D 83/58,C538,C9463,C12742,C191993,C539,,
B65D 83/60,C538,C9463,C12742,C191993,C539,,
B65D 83/62,C538,C9463,C12742,C191993,C539,,
B65D 83/64,C538,C9463,C12742,C191993,C539,C5828,
B65D 83/66,C538,C9463,C12742,C191993,C539,C10383,
B65D 83/68,C538,C9463,C12742,C191993,C539,C5228,
B65D 83/70,C538,C9463,C12742,C191993,C539,,
B65D 83/72,C538,C9463,C12742,C191993,C539,C15919,
B65D 83/74,C538,C9463,C12742,C191993,C539,C7726,C3402
B65D 83/76,C11490,C5228,C6410,C5828,,,
B65D 85/00,C11490,C11475,,,,,
B65D 85/02,C11490,C11475,C14434,,,,
B65D 85/04,C11490,C11475,C14434,,,,
B65D 85/06,C11490,C11475,C14434,,,,
B65D 85/07,C11490,C11475,C4071,,,,
B65D 85/08,C11490,C11475,C14434,,,,
B65D 85/10,C11490,C11475,C14434,,,,
B65D 85/12,C11490,C11475,C14434,,,,
B65D 85/14,C11490,C11475,C14434,,,,
B65D 85/18,C11490,C11475,,,,,
B65D 85/20,C11490,C11475,C13706,C14434,,,
B65D 85/22,C11490,C11475,C3291,C13706,C14434,,
B65D 85/24,C11490,C11475,C13706,C14434,,,
B65D 85/26,C11490,C11475,C13706,C14434,C5576,,
B65D 85/28,C11490,C11475,C13706,C14434,,,
B65D 85/30,C11490,C11475,C4763,,,,
B65D 85/32,C11490,C11475,C4763,C5513,,,
B65D 85/34,C11490,C11475,C4763,C6711,,,
B65D 85/36,C11490,C11475,C4763,C1734,,,
B65D 85/38,C11490,C11475,C4763,C1186,,,
B65D 85/40,C11490,C11475,C4763,C1186,,,
B65D 85/42,C11490,C11475,C4763,,,,
B65D 85/44,C11490,C11475,C4763,C4164,,,
B65D 85/46,C11490,C11475,C4763,,,,
B65D 85/48,C11490,C11475,C4763,C7102,C14434,,
B65D 85/50,C11490,C11475,C1052,C12368,,,
B65D 85/52,C11490,C11475,C12368,,,,
B65D 85/57,C11490,C11475,,,,,
B65D 85/575,C11490,C11475,,,,,
B65D 85/58,C11490,C11475,C14434,,,,
B65D 85/60,C11490,C11475,C4105,,,,
B65D 85/62,C11490,C11475,C15101,,,,
B65D 85/64,C11490,C11475,,,,,
B65D 85/66,C11490,C11475,C14615,C14434,,,
B65D 85/67,C11490,C11475,,,,,
B65D 85/671,C11490,C11475,C14434,,,,
B65D 85/672,C11490,C11475,C14434,,,,
B65D 85/675,C11490,C11475,C14434,,,,
B65D 85/676,C11490,C11475,C14434,,,,
B65D 85/677,C11490,C11475,C14434,C3019,,,
B65D 85/68,C11490,C11475,C5828,,,,
B65D 85/72,C11490,C11475,C6557,C1984,C9463,C12379,C11662
B65D 85/73,C11490,C11475,C9452,C1984,C2513,,
B65D 85/74,C11490,C11475,C2590,C6111,,,
B65D 85/76,C11490,C11475,C3365,,,,
B65D 85/78,C11490,C11475,C8159,,,,
B65D 85/80,C11490,C11475,C10306,,,,
B65D 85/804,C194033,C11490,C8331,,,,
B65D 85/808,C11490,C11475,C8331,C9463,,,
B65D 85/812,C11490,C11475,C8331,C7650,,,
B65D 85/816,C11490,C11475,C9463,,,,
B65D 85/82,C11490,C11475,C12445,,,,
B65D 85/84,C11490,C11475,C3398,C4289,,,
B65D 85/86,C11490,C11475,C5828,,,,
B65D 85/88,C11490,C11475,C5828,,,,
B65D 85/90,C11490,C11475,C5828,,,,
B65D 88/00,C4164,C14615,,,,,
B65D 88/02,C4164,C14615,C13706,,,,
B65D 88/04,C4164,C14615,C13706,C14434,,,
B65D 88/06,C4164,C14615,C13706,C14434,,,
B65D 88/08,C4164,C14615,C13706,C14434,,,
B65D 88/10,C4164,C14615,C13706,C14434,,,
B65D 88/12,C4164,C14615,C13706,C16299,,,
B65D 88/14,C4164,C14615,C13706,C636,,,
B65D 88/16,C6387,C14615,,,,,
B65D 88/18,C6387,C14615,C14434,,,,
B65D 88/20,C6387,C14615,C13706,,,,
B65D 88/22,C6387,C14615,C16299,,,,
B65D 88/24,C6387,C14615,C636,,,,
B65D 88/26,C7903,,,,,,
B65D 88/28,C7903,C15357,C14434,C11267,,,
B65D 88/30,C7903,C16299,,,,,
B65D 88/32,C7903,,,,,,
B65D 88/34,C4164,C14615,C3841,,,,
B65D 88/36,C4164,C14615,C3841,,,,
B65D 88/38,C4164,C14615,C3841,C16970,,,
B65D 88/40,C4164,C14615,C3841,,,,
B65D 88/42,C4164,C14615,C3841,C14301,,,
B65D 88/44,C4164,C14615,C3841,C14301,C9679,,
B65D 88/46,C4164,C14615,C3841,C14301,,,
B65D 88/48,C4164,C14615,C3841,C14301,C6430,,
B65D 88/50,C4164,C14615,C3841,C14301,,,
B65D 88/52,C4164,C14615,C15357,,,,
B65D 88/54,C4164,C14615,C6245,C5228,,,
B65D 88/56,C4164,C14615,C6245,C5228,,,
B65D 88/58,C4164,C14615,C6245,C5228,,,
B65D 88/60,C4164,C14615,C6245,C5228,,,
B65D 88/62,C4164,C14615,C6245,C5228,C4874,,
B65D 88/64,C4164,C14615,C6245,C5228,,,
B65D 88/66,C4164,C14615,C6245,C5228,C16813,,
B65D 88/68,C4164,C14615,C6245,C5228,,,
B65D 88/70,C4164,C14615,C6245,C5228,C6430,,
B65D 88/72,C4164,C14615,C6245,C5228,C6428,,
B65D 88/74,C4164,C14615,C12791,,,,
B65D 88/76,C4164,C14615,,,,,
B65D 88/78,C4164,C14615,C16970,,,,
B65D 90/00,C4164,C14615,,,,,
B65D 90/02,C4164,C14615,C15357,,,,
B65D 90/04,C4164,C14615,C15357,,,,
B65D 90/06,C4164,C14615,C15357,,,,
B65D 90/08,C4164,C14615,C15357,C14301,,,
B65D 90/10,C4164,C14615,C11267,C8359,C3841,,
B65D 90/12,C4164,C14615,,,,,
B65D 90/14,C4164,C14615,,,,,
B65D 90/16,C4164,C14615,,,,,
B65D 90/18,C4164,C14615,,,,,
B65D 90/20,C4164,C14615,,,,,
B65D 90/22,C4164,C14615,C13927,,,,
B65D 90/24,C4164,C14615,C13927,,,,
B65D 90/26,C4164,C14615,C13927,C6245,,,
B65D 90/28,C4164,C14615,C13927,C16729,,,
B65D 90/30,C4164,C14615,C13927,C16729,,,
B65D 90/32,C4164,C14615,C13927,C12742,,,
B65D 90/34,C4164,C14615,C13927,C12742,,,
B65D 90/36,C4164,C14615,C13927,C12742,,,
B65D 90/38,C4164,C14615,C13927,C16729,,,
B65D 90/40,C4164,C14615,C13927,C16729,C12625,,
B65D 90/42,C4164,C14615,C13927,C16729,C9463,,
B65D 90/44,C4164,C14615,C13927,C16729,,,
B65D 90/46,C4164,C14615,C13927,C5613,,,
B65D 90/48,C4164,C14615,C1186,,,,
B65D 90/50,C4164,C14615,C1186,,,,
B65D 90/501,C4164,C14615,C1186,C12181,,,
B65D 90/503,C4164,C14615,C1186,C12742,C16685,,
B65D 90/505,C4164,C14615,C1186,C12625,,,
B65D 90/507,C4164,C14615,C1186,C12742,C16685,,
B65D 90/51,C4164,C14615,C14354,,,,
B65D 90/511,C4164,C14615,C14354,,,,
B65D 90/513,C4164,C14615,C1186,C5557,,,
B65D 90/52,C4164,C14615,,,,,
B65D 90/54,C4164,C14615,C3841,,,,
B65D 90/56,C6387,C14615,C3841,C4874,C11267,,
B65D 90/58,C4164,C14615,C3841,C11267,,,
B65D 90/60,C4164,C14615,C3841,C11267,,,
B65D 90/62,C4164,C14615,C3841,C11267,,,
B65D 90/64,C4164,C14615,C3841,,,,
B65D 90/66,C4164,C14615,C3841,,,,
B67B 1/00,C4164,C15240,C14301,,,,
B67B 1/03,C4164,C15240,C12791,,,,
B67B 1/04,C4164,C15240,C14301,,,,
B67B 1/06,C4164,C15240,C14301,,,,
B67B 1/08,C4164,C15240,C14301,C12742,,,
B67B 1/10,C4164,C15240,C14301,C14434,,,
B67B 3/00,C4164,C2925,C14301,,,,
B67B 3/02,C4164,C2925,C14301,C4874,,,
B67B 3/04,C4164,C2925,C14301,C4874,C4588,C5828,
B67B 3/06,C4164,C2925,C14301,C4874,C4181,,
B67B 3/062,C4164,C2925,C14301,C4874,C4181,,
B67B 3/064,C2925,C14301,C4874,C4181,C7903,,
B67B 3/10,C4164,C2925,C14301,C4874,C5828,,
B67B 3/12,C4164,C2925,C14301,C4874,C5828,,
B67B 3/14,C4164,C2925,C14301,C4874,C5828,C12742,
B67B 3/16,C4164,C2925,C14301,C4874,C5828,,
B67B 3/18,C4164,C2925,C14301,C4874,C5828,,
B67B 3/20,C4164,C188670,C14301,,,,
B67B 3/22,C4164,C2925,C14301,,,,
B67B 3/24,C4164,C2925,C14301,C16685,,,
B67B 3/26,C4164,C2925,C14301,C5828,C13927,,
B67B 3/28,C4164,C2925,C14301,C5828,,,
B67B 5/00,C3841,C4853,C11475,C11481,,,
B67B 5/03,C3841,C4853,C11475,C11481,,,
B67B 5/05,C3841,C4853,C11475,C11481,C9463,,
B67B 5/06,C3841,C11481,C11475,C2311,,,
B67B 6/00,C4164,C3841,C14301,,,,
B67B 7/00,C5828,C4164,C3841,,,,
B67B 7/02,C5828,C4164,C15240,,,,
B67B 7/04,C16670,C4164,C4240,,,,
B67B 7/06,C5828,C4164,C4240,,,,
B67B 7/08,C5828,C4164,C4240,C6916,C12742,,
B67B 7/10,C5828,C4164,C15240,,,,
B67B 7/12,C5828,C4164,C3841,C14434,,,
B67B 7/14,C5828,C4164,C9326,,,,
B67B 7/15,C5828,C4164,C9326,,,,
B67B 7/16,C5828,C4164,C2925,,,,
B67B 7/18,C5828,C4164,C188670,,,,
B67B 7/20,C5828,C8633,C12733,C16685,C14301,C9326,
B67B 7/22,C5828,C8633,C12733,C16685,C14301,C9326,
B67B 7/40,C5828,C4164,C11267,,,,
B67B 7/42,C5828,C4164,C15240,C1805,,,
B67B 7/44,C5828,C4164,C3841,,,,
B67B 7/46,C5828,C4164,C4588,,,,
B67B 7/48,C5828,C4164,C4588,,,,
B67B 7/50,C5828,C4164,C4588,,,,
B67B 7/52,C5828,C4164,C4588,,,,
B67B 7/54,C5828,C4164,C4588,,,,
B67B 7/56,C5828,C4164,C4588,,,,
B67B 7/58,C5828,C4164,C4588,,,,
B67B 7/60,C5828,C4164,C4588,,,,
B67B 7/62,C5828,C4164,C4588,,,,
B67B 7/64,C5828,C4164,C4588,,,,
B67B 7/66,C5828,C4164,C4588,,,,
B67B 7/68,C5828,C4164,C4588,,,,
B67B 7/70,C5828,C4164,C4588,,,,
B67B 7/72,C5828,C4164,C4588,C14434,,,
B67B 7/74,C5828,C4164,C4588,,,,
B67B 7/76,C5828,C4164,C4588,,,,
B67B 7/78,C5828,C4164,C4588,,,,
B67B 7/80,C5828,C4164,C4588,C11267,,,
B67B 7/82,C5828,C4164,C4588,,,,
B67B 7/84,C5828,C4164,C4588,,,,
B67B 7/86,C5828,C4164,C4588,C11267,,,
B67B 7/88,C5828,C4164,C4588,C3778,C14092,,
B67B 7/90,C14354,C4164,C4588,,,,
B67B 7/92,C5828,C4164,C2392,,,,
B67C 3/00,C11475,C9463,C4164,C6246,,,
B67C 3/02,C11475,C9463,C4164,C6246,,,
B67C 3/04,C11475,C9463,C4164,C6246,,,
B67C 3/06,C11475,C9463,C4164,C6246,C12742,,
B67C 3/08,C11475,C9463,C4164,C6246,C12742,,
B67C 3/10,C11475,C9463,C4164,C6246,C12742,C6916,
B67C 3/12,C11475,C9463,C4164,C6246,C12742,C4175,
B67C 3/14,C11475,C9463,C4164,C6246,C12742,C15793,
B67C 3/16,C11475,C9463,C4164,C6246,,,
B67C 3/18,C11475,C9463,C4164,C6246,,,
B67C 3/20,C11475,C9463,C4164,C6246,C192935,,
B67C 3/22,C11475,C9463,C4164,C6246,,,
B67C 3/24,C2313,C9463,C2311,C6246,C7650,,
B67C 3/26,C2313,C9463,C2311,C6246,,,
B67C 3/28,C11475,C9463,C4164,C6246,C6410,C4175,
B67C 3/30,C6245,C9463,C1805,,,,
B67C 3/32,C6245,C9463,C1805,C12742,,,
B67C 3/34,C6245,C9463,C1805,C12742,C6246,C11267,
B67C 7/00,C2313,C3778,C14301,C2311,C6246,C3841,
B67C 9/00,C4164,C5228,,,,,
B67C 11/00,C5828,,,,,,
B67C 11/02,C16710,,,,,,
B67C 11/04,C16710,,,,,,
B67C 11/06,C16710,,,,,,
B67D 1/00,C5227,C1984,,,,,
B67D 1/02,C5227,C5345,C13089,,,,
B67D 1/04,C5227,C1984,C6916,C4071,C15241,C4164,
B67D 1/06,C5227,C1984,C15544,C14500,C6561,,
B67D 1/07,C5227,C1984,C3778,,,,
B67D 1/08,C5227,C1984,,,,,
B67D 1/10,C5227,C1984,C13089,,,,
B67D 1/12,C5227,C1984,C4175,C6410,C12742,,
B67D 1/14,C5228,C1984,C4175,C6410,C12742,C16710,C15712
B67D 1/16,C5227,C1984,,,,,
B67D 3/02,C16710,C5228,C9463,C6410,C7420,C15241,C4164
B67D 3/04,C15712,C5228,C9463,C3106,C6410,C7420,
B67D 7/00,C5828,C9463,C4164,C15241,C16771,C5228,
B67D 7/02,C5828,C9463,C4164,C15241,C16771,C5228,
B67D 7/04,C5828,C9463,C4164,C15241,C16771,C9559,C5228
B67D 7/06,C5828,C9463,C4164,C15241,C16771,C5228,
B67D 7/08,C4175,C10100,C6931,C9463,C5228,,
B67D 7/16,C9463,C10100,C4164,C15241,C16771,C5228,
B67D 7/18,C9463,C10100,C4164,C15241,C16771,C5228,
B67D 7/20,C9463,C10100,C4164,C15241,C16771,C5228,
B67D 7/22,C9463,C6931,C4164,C15241,C16771,C5228,
B67D 7/24,C9463,C6931,C13971,C4164,C15241,C16771,C5228
B67D 7/26,C9463,C6931,C4164,C15241,C16771,C5228,
B67D 7/28,C9463,C6931,C6410,C4164,C15241,C16771,C5228
B67D 7/30,C9463,C6931,C4164,C15241,C16771,C5228,
B67D 7/34,C4175,C5828,C9463,C5228,C4164,C15241,C16771
B67D 7/38,C5828,C9463,C5228,C4164,C15241,C16771,
B67D 7/40,C5828,C9463,C5228,C4164,C15241,C16771,C7650
B67D 7/42,C5828,C9463,C5228,C4164,C15241,C16771,
B67D 7/44,C5828,C9463,C5228,C4164,C15241,C16771,
B67D 7/46,C5828,C9463,C5228,C4164,C15241,C16771,
B67D 7/48,C5828,C9463,C5228,C4164,C15241,C16771,C623
B67D 7/50,C5828,C9463,C5228,C4164,C15241,C16771,
B67D 7/52,C16710,C6410,C9463,C5228,C4164,C15241,C16771
B67D 7/54,C5828,C9463,C5228,C4164,C15241,C16771,C16729
B67D 7/56,C6415,C6931,C9463,C5228,C4164,C15241,C16771
B67D 7/58,C13089,C9463,C5228,C4164,C15241,C16771,
B67D 7/60,C13089,C9463,C5228,C4164,C15241,C16771,
B67D 7/62,C13089,C9463,C5228,C4164,C15241,C16771,C12700
B67D 7/64,C13089,C9463,C5228,C4164,C15241,C16771,
B67D 7/66,C13089,C9463,C5228,C4164,C15241,C16771,
B67D 7/68,C13089,C9463,C5228,C15693,C15241,C16771,
B67D 7/70,C13089,C9463,C5228,C4164,C15241,C16771,
B67D 7/74,C5828,C9463,C5228,C4164,C15241,C16771,C10383
B67D 7/76,C5828,C9463,C5228,C4164,C15241,C16771,C13098
B67D 7/78,C5828,C9463,C5228,C4164,C15241,C16771,
B67D 7/80,C5828,C9463,C5228,C4164,C15241,C16771,C15919
B67D 7/82,C5828,C9463,C5228,C4164,C15241,C16771,C7726
B67D 7/84,C5828,C9463,C5228,C4164,C15241,C16771,
B67D 7/86,C5828,C9463,C5228,C4164,C15241,C16771,C9335
B67D 9/00,C5828,C5228,C9463,C14490,,,
B67D 9/02,C12312,C5228,C9463,C14490,,,
B67D 99/00,C5228,C9463,,,,,
C11B 1/00,C12791,C9416,,,,,
C11B 1/02,C12791,C9416,,,,,
C11B 1/04,C12791,C9416,C12368,C16757,,,
C11B 1/06,C12741,C9416,,,,,
C11B 1/08,C12741,C9416,C7706,,,,
C11B 1/10,C6048,C9416,,,,,
C11B 1/12,C10012,C9416,,,,,
C11B 1/14,C10012,C9416,C7726,C16970,,,
C11B 1/16,C10012,C9416,C15156,,,,
C11B 3/00,C13448,C9416,,,,,
C11B 3/02,C13448,C9416,C3402,,,,
C11B 3/04,C13448,C9416,C398,,,,
C11B 3/06,C13448,C9416,C745,,,,
C11B 3/08,C13448,C9416,C11426,,,,
C11B 3/10,C13448,C9416,C507,,,,
C11B 3/12,C13448,C9416,C5238,,,,
C11B 3/14,C13448,C9416,C5238,C6916,,,
C11B 3/16,C13448,C9416,,,,,
C11B 5/00,C12733,C12734,C9416,,,,
C11B 7/00,C14364,C9416,,,,,
C11B 9/00,C5876,,,,,,
C11B 9/02,C13448,C5876,C12368,,,,
C11B 11/00,C13448,C9416,,,,,
C11B 13/00,C13448,C9416,C16968,,,,
C11B 13/02,C13448,C9416,C16968,,,,
C11B 13/04,C13448,C9416,C16968,C507,,,
C11B 15/00,C14808,C9416,,,,,
C11C 1/00,C13448,C9416,,,,,
C11C 1/02,C13448,C9416,,,,,
C11C 1/04,C13448,C9416,C8051,,,,
C11C 1/06,C13448,C9416,C3143,,,,
C11C 1/08,C13448,C9416,C13448,,,,
C11C 1/10,C13448,C9416,C5238,,,,
C11C 3/00,C13448,C9416,C194119,C10396,,,
C11C 3/02,C13448,C9416,C5878,C7251,,,
C11C 3/04,C13448,C9416,C5878,,,,
C11C 3/06,C13448,C9416,C5878,C7251,,,
C11C 3/08,C13448,C9416,C5878,C6127,,,
C11C 3/10,C13448,C9416,C5879,,,,
C11C 3/12,C13448,C9416,C5879,C8043,,,
C11C 3/14,C13448,C9416,C5879,C8554,,,
C11C 5/00,C13448,C9416,,,,,
C11C 5/02,C13448,C9416,C5828,,,,
C12C 1/00,C9741,C9734,,,,,
C12C 1/02,C9741,C12791,C7359,C9734,,,
C12C 1/027,C9741,C7046,C3294,,,,
C12C 1/033,C9741,C7046,C3294,C4164,,,
C12C 1/047,C9741,C7046,C3294,,,,
C12C 1/053,C9741,C7046,C3294,C12791,,,
C12C 1/067,C5395,C9734,,,,,
C12C 1/073,C5395,C5828,C9734,C5698,,,
C12C 1/10,C5395,C5828,C9734,,,,
C12C 1/12,C5395,C5828,C9734,,,,
C12C 1/125,C4170,C9741,C3294,C9734,,,
C12C 1/13,C4170,C9741,C3294,C9734,C7359,C4181,
C12C 1/135,C4170,C9741,C3294,C9734,C7359,C4181,
C12C 1/15,C9734,C3294,C7359,C7650,C5828,,
C12C 1/16,C9734,C12791,,,,,
C12C 1/18,C9734,C12791,,,,,
C12C 3/00,C12791,C7905,,,,,
C12C 3/02,C5395,C7905,,,,,
C12C 3/04,C15241,C11475,C12791,C7905,,,
C12C 3/06,C15241,C11475,C12791,C192903,,,
C12C 3/08,C15241,C11475,C12791,C7898,C14822,,
C12C 3/10,C15241,C11475,C12791,C7898,C2979,,
C12C 3/12,C15241,C11475,C12791,C192903,C8554,,
C12C 5/00,C1875,C8332,C2427,,,,
C12C 5/02,C1875,C474,,,,,
C12C 5/04,C1875,C4013,,,,,
C12C 7/00,C17200,C12791,,,,,
C12C 7/01,C9734,C12791,C17200,,,,
C12C 7/04,C9881,C17200,,,,,
C12C 7/047,C9881,C3294,C2428,C17200,,,
C12C 7/053,C9881,C2428,C17200,,,,
C12C 7/06,C9882,C192807,C17200,,,,
C12C 7/14,C9178,C17200,,,,,
C12C 7/16,C9178,C17200,,,,,
C12C 7/165,C9178,C17200,C193158,,,,
C12C 7/17,C9178,C17200,C9177,,,,
C12C 7/175,C9178,C17200,C3270,,,,
C12C 7/20,C193064,,,,,,
C12C 7/22,C193064,C192807,C5698,,,,
C12C 7/24,C3761,C17200,C193064,C4198,,,
